ZINC ID,compound_ID,DOCK score,Global rank,Tc to knowns,Ki (uM),SMILES,Picking method
ZINCpx000006Mggw,Z6615018081,-84.79,11502,0.277778,NH,CC(C)OC=1C=CC(C(=O)NCC=2C=NN(C)C2C(=O)O)=C(Br)C1F,auto/manual
ZINCo500000pOWFP,Z6615016616,-84.78,11536,0.25,NH,CC=1ON=C(O)C1C(=O)NC2CCN(C2)C(=O)C3(CCC3)C(=O)N,auto
ZINCsB000005oGgq,Z6615018092,-84.78,11539,0.26087,NH,CN1N=CC(CNC(=O)C=2SC(=NC2C=3C=CC=CC3)C(F)(F)F)=C1C(=O)O,auto/manual
ZINCpn00000elGl6,Z3510081883,-84.78,11552,0.264706,NH,OC(=O)[C@@H]1CC=CC[C@@H]1NC(=O)CCC2=NN=CN2C=3C=CC=CC3,auto
ZINCpu000003Z443,Z2940318508,-84.78,11554,0.416667,160.22,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCC=2C=CC=3CCNC(=O)C3C2,auto/manual
ZINCpG0000010rKK,Z6921394928,-84.77,11585,0.246377,NH,[Na+].CC1C(C)[C@@H]([C@@H]1C(=O)[O-])C(=O)NCC2=CN=C(S2)C=3C=CC(Cl)=CC3,auto
ZINCol0000097pXw,Z6615016652,-84.77,11598,0.257576,NH,CC(C)(C)C1=NN=C(CNC(=O)NCC2(CCCOC2)C(=O)O)S1,auto
ZINCoo0000098s7K,Z6615018095,-84.77,11599,0.338028,NH,OC(=O)C=1OC=CC1S(=O)(=O)NCCC=2C=CN(N2)C3CCCC3,auto/manual
ZINCpD000006CcEh,Z6615016647,-84.77,11608,0.347826,NH,CC=1SC(CNS(=O)(=O)CC(C)(C)C(=O)O)=NC1C=2C=CC(Cl)=CC2,auto
ZINCli00000ceavQ,Z4316037490,-84.77,11617,0.263889,NH,CN1C=CC(=N1)C2(CC2)C(=O)NC3CCCC(C3)C(=O)O,auto
ZINCoF000003O397,Z2940318701,-84.75,11684,0.40625,289.72,CC(O)(CNS(=O)(=O)C=1C=C(Cl)C=C(Cl)C1O)C=2C=CC=C(Cl)C2,auto
ZINCqk00000kMBFM,Z6615018119,-84.73,11795,0.320513,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC(C2CCCO2)C=3C=CC(F)=CC3,auto/manual
ZINCoh00000bai4I,Z6615016710,-84.73,11800,0.353846,NH,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCC23COC(=O)N3CCOC2,auto
ZINCoj000009GnE5,Z4259699255,-84.73,11802,0.239437,NH,CC(CN1C=CN=C1)C(=O)NC=2C=CC(=CC2)N3N=C(C)NC3=O,manual
ZINCov0000047szQ,Z6615016715,-84.73,11806,0.4,124.15,CC(CNS(=O)(=O)C=1C=NN(C)C1C(=O)O)C=2C(Cl)=CC=CC2Cl,auto
ZINCpg00000fTjBC,Z6615018106,-84.73,11812,0.253165,NH,OC(=O)C1=CON=C1CNC(=O)C2=CN(CC=3C=CC(F)=CC3)N=N2,auto/manual
ZINCri00000hjVE1,Z6615018120,-84.72,11842,0.441176,230.64,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCCCC=2C=NN(C2)C=3C=CC=CC3,auto/manual
ZINCrw000008wPXM,Z6615016755,-84.72,11844,0.229885,NH,COC=1C=CC(C2=CC(=NO2)C(=O)NC3CCOCC3CC(=O)O)=C(Cl)C1,auto
ZINCnx000002kQMC,Z2460724346,-84.72,11876,0.4,116.53,COC=1C=CC=2C=C(CNC(=O)C3(CCC3)C(=O)O)C=CC2C1,auto
ZINCnC000005ldt7,Z3800587000,-84.72,11877,0.348485,NH,CN(CC1=NC(C)=CS1)C(=O)C2=CC=3SC(C)=C(C(=O)O)C3N2,auto
ZINCpo00000u1yY8,Z6615114785,-84.71,11904,0.226667,NH,CC=1ON=C(O)C1C(=O)NC2CC(C2)NC(=O)C=3N=C(C)C=CC3Br,auto
ZINCni000001oBLT,Z6615016762,-84.71,11934,0.403509,NH,CC(=O)NC=1C=CC(CNC(=O)C2(CCSCC2)C(=O)O)=CN1,auto
ZINCnA000000mBCl,Z3345739335,-84.7,11943,0.359375,305.86,CC(C)C(NS(=O)(=O)C=1C=CC=CC1CC(=O)O)C2=CC=CS2,auto/manual
ZINCnD000007sJRv,Z6615016766,-84.7,11988,0.482759,276.19,COC1(CNS(=O)(=O)C=2C=CC=C(Cl)C2O)CCC(C)(C)CC1,auto
ZINCoM00000e5aKW,Z6615016774,-84.69,11997,0.481481,4.64,OC=1C(Cl)=CC=CC1S(=O)(=O)NC=2C=CC(=CC2F)C3=CC=CO3,auto
ZINCl800000dTWX4,Z6615071079,-84.68,12071,0.362069,NH,OC(CNS(=O)(=O)C[C@@H]1C[C@H]1C(=O)O)CC=2C=CC=CC2,auto
ZINCpw000006KaSB,Z6615016784,-84.67,12111,0.448276,300.45,CC(C)SC=1C=CC(=CC1)C(C)NS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINCne000000ZKGF,Z4129299621,-84.67,12134,0.261905,NH,CC(NC(=O)[C@@H](O)COCC=1C=CC=CC1)C2=NN(C)C=C2O,auto
ZINCrz000007JOCA,Z1444485536,-84.66,12147,0.316667,NH,CC(=O)NC=1C=CC(=CC1)C(=O)N(C(CC=2C=CC=CC2)C(=O)O)C3CC3,auto
ZINCnB000006U5lt,Z6615016806,-84.65,12230,0.467742,NH,CC(CCCC=1C=CC=NC1)NS(=O)(=O)C=2C=CC=C(Cl)C2O,auto
ZINCq500000jP9yN,Z6615072894,-84.64,12236,0.2,NH,CN(C1CC(C1)NC(=O)C2=C(C)ON=C2O)C(=O)CN3N=CC=CC3=O,auto
ZINCop000009c7x2,Z2754591349,-84.64,12249,0.304348,NH,CC=1C=CC(OCCCC(=O)NCC=2C=NN(C)C2C(=O)O)=CC1,auto
ZINCt500000ru1Ns,Z6615016818,-84.63,12295,0.393443,78.16,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC=2C=CC(=CC2)S(=O)(=O)N3CCOCC3,auto
ZINCoO00000cYJ2f,Z2940602639,-84.62,12335,0.473684,65.58,CCCOC=1C=CC(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)=CC1F,manual
ZINCps00000csjlX,Z6615018148,-84.62,12359,0.215909,NH,CC1CCN(CCN1C(=O)C=2C=NSN2)C(=O)C=3C=CC(Cl)=C(O)C3,manual
ZINCnB000000QhkZ,Z6615016830,-84.61,12393,0.396825,76.39,CC(CC=1C(Cl)=CC=CC1Cl)NS(=O)(=O)C=2C=COC2C(=O)O,auto
ZINCpw0000078zSl,Z2940311870,-84.61,12415,0.424242,42.15,CNC(=O)COC=1C=CC(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)=CC1,auto/manual
ZINCpy000006N1yY,Z4574967781,-84.61,12417,0.307692,NH,COCC1=NC=C(S1)C(=O)N(CC2=CSC(C)=N2)C(C(C)C)C(=O)O,auto
ZINCpg00000CpAGH,Z6615016846,-84.6,12448,0.308642,NH,COCC=1C=CC=C(C1)C(=O)NC2CN(C2)C(=O)C3=C(C)ON=C3O,auto
ZINCpk00000l6Pna,Z6615115184,-84.6,12452,0.205479,NH,OC1=CSC(=C1)C(=O)N2C[C@H]3[C@H](NC(=O)C=4C=CN(N4)C5CC5)[C@H]3C2,auto
ZINCrt000008EZAy,Z6615073465,-84.6,12460,0.337838,272.97,CCOC=1C=C(CNS(=O)(=O)C=2NN=C(C)C2C(=O)O)C=C(Cl)C1OCC,auto
ZINCsr000005Y89F,Z6615016881,-84.6,12461,0.214286,NH,BrC1=CCCCC1N2C=C(N=N2)C3CCCN(C3)C(=O)CSC4=NNC(=O)N4,auto
ZINCpb00000fR8Pm,Z6615018163,-84.6,12473,0.235294,121.73,CC1=NC(CN2N=NC(C(=O)NCC=3OC=CC3C(=O)O)=C2C)=NO1,auto/manual
ZINCnx000002sjNF,Z2610488449,-84.6,12503,0.275362,13.8,OC(=O)C1(CNC(=O)NC=2C=C(ON2)C=3C=CC=CC3)CCC1,auto
ZINCol00000fjyUS,Z6615073864,-84.59,12523,0.220779,NH,CCC=1OC=CC1C(=O)NC2CC(C2)NC(=O)C3=C(C)ON=C3O,auto
ZINCog00000zltpn,Z6615016910,-84.57,12605,0.232877,NH,CCOC(=O)C=1C=CC=C(C1)C(=O)NCC2=NC=CN2CC(=O)O,auto
ZINCnD000001zqOW,Z6615018172,-84.57,12613,0.375,NH,OC(=O)C=1SC=CC1CNC(=O)CCC(=O)C=2C=CC=C(Cl)C2,auto/manual
ZINCpo00000u87Qh,Z6615016913,-84.57,12629,0.197368,NH,CC1=NC(C(=O)N2CC(C2)NC(=O)C3=CC(O)=CS3)=C(C)N1C4CC4,auto
ZINCpn00000dvpmL,Z4577586794,-84.56,12686,0.266667,NH,COC=1C=CC(CN2C=C(C=N2)C(=O)NC(C3CC3C)C(=O)O)=CC1,auto
ZINCpq000005sUhe,Z4173912160,-84.56,12687,0.287671,NH,OC(=O)C1(C2CC3CC21)C3NC(=O)C4=CC(=NN4)C=5C=CC=CC5F,auto
ZINCst0000066r9C,Z6615018183,-84.55,12730,0.24,NH,CC1=NN(C=2C=CC=CC2)C=3N=CC(=CC13)C(=O)NCC=4OC=NC4C(=O)O,auto/manual
ZINCnB000000UKHr,Z6615018187,-84.54,12784,0.367647,NH,CC1=NC(=CS1)C=2C=CC(=CC2)C(=O)NC3CCCC3C(=O)O,auto/manual
ZINCpx000000OmLp,Z6615016983,-84.54,12789,0.40678,383.09,OC(=O)C=1C=CN=CC1S(=O)(=O)NC2CCCCC2C=3C=CC=CC3,auto
ZINCqf00000aMrqW,Z6615017014,-84.53,12851,0.293333,NH,COC=1C=C2CC(C)OC2=CC1CNS(=O)(=O)C=3C=NN(C)C3C(=O)O,auto
ZINCot000000Bb4T,Z6615017019,-84.53,12858,0.403509,234,CC1=NC(=NO1)C=2C=CC(CNC(=O)C3(CCCC3)C(=O)O)=CC2,auto
ZINCmc000000Jjn1,Z6615115229,-84.53,12873,0.352941,NH,CC1=NNC(=C1C(=O)O)S(=O)(=O)NC2CCOC(C2)C3CC3,auto
ZINCnt0000093Co4,Z4173924077,-84.53,12877,0.222222,232.22,CC1=NC(CSCCC(=O)NC2C3CC4C(C3)C42C(=O)O)=CS1,auto
ZINCpH000006oyJi,Z2940320742,-84.52,12888,0.366667,207.22,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCCC2CCC=3C=CC=CC3N2,auto
ZINCsy000005TX8g,Z6615017027,-84.52,12899,0.322034,NH,CN1N=CC(CNC(=O)C(CC=2C=CC=CC2)CC=3C=CC=CC3)=C1C(=O)O,auto
ZINCox000000PZ4X,Z6615017036,-84.52,12904,0.263889,227.7,OC(=O)C=1C=CSC1NC(=O)CCCN2C(=O)OC=3C=CC=CC23,auto
ZINCqp00000kNF78,Z6615018196,-84.51,12956,0.415385,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC(C=2C(F)=CC=CC2F)C(F)(F)F,manual
ZINCmh000001k3tN,Z6615018194,-84.51,12989,0.275862,NH,NC1=C(C=NN1CC=2C=CC=CC2)C(=O)NCCCC(=O)O,auto/manual
ZINCpD00000em3Ye,Z6615017041,-84.5,13009,0.42623,NH,OC=1C(Cl)=CC=CC1S(=O)(=O)NC2(CC=3C=CC(Cl)=CC3)CCOC2,auto
ZINClx000001K7k7,Z6615017037,-84.5,13039,0.363636,NH,OC(=O)C=1SC=CC1CNC(=O)CCC(=O)C2=CC=CS2,auto
ZINCoM00000e1wxE,Z6615018215,-84.49,13058,0.438596,NH,CCC1=CC=C(O1)C(NS(=O)(=O)C=2C=CC=C(Cl)C2O)C(C)(C)C,auto/manual
ZINCmr0000050h48,Z4000328802,-84.49,13092,0.305085,183.2,CC=1C=CC(=CC1)[C@@H]2C[C@H]2NS(=O)(=O)C=3C=COC3C(=O)O,auto
ZINCnj00000bkDkj,Z6615017047,-84.49,13106,0.348485,269.75,CC=1C=CC=CC1C2(CC2)NS(=O)(=O)C=3C=NN(C)C3C(=O)O,auto
ZINCpG0000017dZs,Z6615017100,-84.46,13220,0.228571,NH,OC(=O)C1=CSC=2C=C(NC12)C(=O)N3CCCC3C=4C=CC(O)=CC4,auto
ZINCoa000009eHlP,Z1209978108,-84.46,13238,0.298507,NH,CC(NS(=O)(=O)C1=C(C)NN=C1C(=O)O)C2=NN=C3C=CC=CN23,auto/manual
ZINCnw0000024c8Q,Z3523985551,-84.46,13280,0.349206,NH,CC=1C=C(F)C=2N=CC(=CC2C1)C(=O)NC3CCCC3C(=O)O,auto
ZINCrb00000geggE,Z6615017103,-84.45,13293,0.390625,NH,COC=1C=C(C=CC1S(=O)(=O)C)C(C)NS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINCpv000006Lsvh,Z4574580285,-84.45,13303,0.3,NH,CN1C=C2CCC(CC2=N1)C(=O)NC=3C=CC=C(C3)C(C)(C)C(=O)O,auto
ZINCmq000004Cmkn,Z2862322120,-84.44,13365,0.47541,203.06,CCOC(=O)C1(CNS(=O)(=O)C=2C=CC=C(Cl)C2O)CCC1,auto
ZINCrs000004okat,Z6615018240,-84.43,13379,0.338028,NH,COC=1C=CC=2OC(C(C)NS(=O)(=O)C=3C=NN(C)C3C(=O)O)=C(C)C2C1,auto/manual
ZINCpq0000081DY4,Z6615096248,-84.43,13393,0.240506,NH,CC=1ON=C(O)C1C(=O)NCC2=NN=C(C3CC3)N2C=4C=CC=CC4,auto
ZINCpn00000drXQP,Z6615017134,-84.43,13394,0.279412,NH,CCN1C=C(C(=O)O)C(NC(=O)CCCNC(=O)C=2C=CC=CC2)=N1,auto
ZINCn900000c3g8B,Z6615017132,-84.43,13416,0.216216,NH,CC(NC(=O)CCC=1N=C2N=CC=CN2N1)C3=NN(C)C=C3O,auto
ZINCqs000007GKmR,Z6615018242,-84.41,13480,0.309859,NH,COC=1C=C(C=CC1C(=O)NCC(=O)O)C2=CN(CCC(C)(C)C)N=N2,auto/manual
ZINCps00000cLWcS,Z6615017143,-84.41,13493,0.21519,HB,CC=1SC(=NC1O)C(=O)N2CC(F)(CNC(=O)C=CC=3C=CSC3)C2,auto
ZINCpu000007I2En,Z3860542083,-84.41,13494,0.4375,NH,CO[C@@]1(C[C@H]2C[C@@H]1C[C@@H]2NS(=O)(=O)C=3C=CSC3C(=O)O)C(F)(F)F,auto
ZINCpr000005sZ93,Z6615017165,-84.4,13554,0.402985,NH,CC(C)C=1C=CC(CCCNS(=O)(=O)C=2C=NN(C)C2C(=O)O)=CC1,auto
ZINCo9000004GCWe,Z6615018262,-84.39,13606,0.222222,NH,CC=1ON=C(O)C1C(=O)N2CC(C2)N3C=C(N=N3)C4=NC=CN4C,auto/manual
ZINCpE000000jfRc,Z2278712600,-84.39,13614,0.295775,NH,CC1=NN(C=C1C(=O)NCC=2C=C(Cl)C=C(Cl)C2O)C3CCOCC3,manual
ZINCpe00000fSsaU,Z6615018278,-84.37,13711,0.277778,NH,CN1C=NC(=N1)C=2C=CC(=CC2)C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCnq000000fZrn,Z3532561362,-84.37,13736,0.285714,NH,OC(=O)C1(CNC(=O)C=2C=NN(C2)C=3C=CC=CC3)CC=CC1,auto
ZINCrj00000hk1S0,Z6615017205,-84.35,13800,0.343284,NH,CC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C2=NC(=NO2)C=3C=CC(F)=CC3,auto
ZINCoh0000098MC3,Z6615017206,-84.34,13880,0.238806,NH,CCCN(CCC)C(=O)CCC(=O)NCC=1C=NN(C)C1C(=O)O,auto
ZINCpL00000eyijc,Z6615017219,-84.31,14043,0.474576,HB,CC(CNS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=CC(=CC2)C(F)(F)F,auto
ZINCoy000004ZJPo,Z4761285093,-84.31,14062,0.263889,NH,CN1N=CC(CNC(=O)[C@@H]2C[C@H]2C=3C=C(Cl)C=C(Cl)C3)=C1C(=O)O,auto/manual
ZINCom00000h2TSL,Z6615190900,-84.3,14108,0.268293,NH,CC=1ON=C(O)C1C(=O)N2CC(F)(CNC(=O)C=3C=COC3Br)C2,auto
ZINCnc00000boamX,Z6615018293,-84.3,14142,0.25,NH,CC=1C=C(N=CC1C(=O)NCC=2C=NN(C)C2C(=O)O)[N+](=O)[O-].OC(=O)C(F)(F)F,auto/manual
ZINCnA000000BbAl,Z3801146328,-84.28,14209,0.273973,NH,CC=1SC=2C=C(NC2C1C(=O)O)C(=O)NCCCC3=NC=CS3,auto
ZINCpE0000007CkQ,Z6615018295,-84.28,14247,0.432836,HB,CCC1=NC(=NO1)C=2C=CC=C(NS(=O)(=O)C=3C=C(Cl)C=CC3O)C2,manual
ZINCkE000002j7U6,Z1720545196,-84.28,14253,0.271429,NH,OC=1C(Cl)=CC(F)=CC1NC(=O)CC=2C=CC(Cl)=NC2,manual
ZINCmG000003hBnb,Z6615018305,-84.26,14373,0.33871,NH,OC(=O)C=1SC=CC1CNC(=O)C2=CC=3N=C(Cl)C=CC3S2,auto/manual
ZINCnl000001Wh54,Z6615018300,-84.26,14389,0.246377,NH,COC(=O)C1=CC=C(S1)S(=O)(=O)N2CC3(CCC3)CC2C(=O)O,auto/manual
ZINCq900000tvSWG,Z6615017264,-84.25,14402,0.22619,NH,CC=1ON=C(O)C1C(=O)NC2CCN(C2)C(=O)C3=CC=CN4C=NN=C34,auto
ZINCq900000tvT1q,Z6615017265,-84.25,14403,0.223684,NH,CC=1ON=C(O)C1C(=O)NC2CC(C2)NC(=O)C3=CN(C)C(C)=CC3=O,auto
ZINCos000004ZJnK,Z6615018309,-84.25,14411,0.258621,NH,OC(=O)C=1C=CC=C(N1)C(=O)NC=2C=CC=CC2CN3C=CN=C3,auto/manual
ZINCrl00000hkmbb,Z6615018314,-84.24,14457,0.285714,NH,CC(NS(=O)(=O)C=1C(C)=NN(C)C1C(=O)O)C2=NOC(=N2)C=3C=CC=CC3,auto/manual
ZINCoq000005P9IX,Z6615155233,-84.24,14464,0.482143,NH,COC(=O)[C@H](NS(=O)(=O)C=1C=CC=C(Cl)C1O)[C@H](C)OC(C)(C)C,auto
ZINCov0000047wIM,Z4246032402,-84.24,14466,0.267606,NH,CC1=NC=2C=C(CNC(=O)C3(CC(=O)O)CC3)C=CC2N1C4CC4,auto/manual
ZINCpr00000aoHb1,Z6615115515,-84.24,14475,0.25,NH,CC=1ON=C(O)C1C(=O)NCC2CN(C2)C(=O)C3=CSC(=C3)C(F)F,auto
ZINCm6000009lCy1,Z6615017272,-84.24,14483,0.433962,NH,OC=1C(Cl)=CC=CC1S(=O)(=O)NC2(CC2)C3NC(=O)NC3=O,auto
ZINCnr000000yni2,Z3836066154,-84.23,14552,0.258065,NH,OC(=O)C1(CNC(=O)C2=COC(=C2)C=3C=CC=CC3)CCOC1,auto
ZINCon000009bg8J,Z6615018338,-84.22,14576,0.25,NH,CN1N=CC(CNC(=O)C=2C=C3C=CC=NC3=CC2F)=C1C(=O)O,auto/manual
ZINCox000000FTXn,Z6615017306,-84.22,14580,0.253521,NH,CCC(C(=O)O)C(=O)NCC=1C=CN=C(OC=2C=CC(F)=CC2)C1,auto
ZINCpv000006K4mx,Z6615017297,-84.22,14583,0.342857,306.34,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2(CCCC2)C=3C=CC=C(Cl)C3,auto
ZINCng000001g8Fg,Z1444643725,-84.22,14602,0.355932,NH,OC(=O)C1CCCC1NC(=O)C2CCN(CC2)C=3N=CC=CN3,auto
ZINCnA000006CqwN,Z6615018339,-84.22,14604,0.472727,39.93,OC=1C(Cl)=CC=CC1S(=O)(=O)NCC2CC=3C=C(Br)C=CC3O2,auto/manual
ZINCqu000005JLCu,Z6615018345,-84.21,14616,0.28,NH,OC(=O)C1=CON=C1CNC(=O)CCC2=NC=C(O2)C=3C=CC=CC3F,auto/manual
ZINCoF000002XFGx,Z6615017320,-84.21,14619,0.288136,97.16,CC1CC1(C(=O)O)C(=O)NCC=2C=CC(SC=3C=CC=CC3)=CC2,auto
ZINCph00000E7p3E,Z6615017333,-84.2,14664,0.3,NH,CCC=1C=NC=C(C1)C(=O)N2CC(CNC(=O)C3=C(C)ON=C3O)C2,auto
ZINCpw000005U34t,Z6615017337,-84.2,14672,0.38806,NH,OC(=O)C=1C=CN=CC1S(=O)(=O)NCC2CCC(C2)C=3C=CC=CC3,auto
ZINCps000005ts9l,Z3523588953,-84.19,14741,0.407407,NH,OC(=O)C1(CCCCC1)C(=O)NCC=2C=CC(=CC2)C(=O)NC3CC3,auto
ZINCoy0000006JE9,Z2607647274,-84.18,14786,0.381818,46.78,COC=1C=CC=2C=C(CNC(=O)C3(CC=CC3)C(=O)O)C=CC2C1,auto
ZINCnq000000gSpS,Z3866702417,-84.17,14866,0.242424,NH,OC(=O)C1CN(CC=C1)S(=O)(=O)C=2C=CC=CC2C3CC3(F)F,auto
ZINCpj00000iB17L,Z6615405526,-84.15,14951,0.209877,NH,CN(CC(O)CNC(=O)C1=C(C)ON=C1O)C(=O)C=2N=C(Cl)SC2Cl,auto
ZINCqv000005D1wY,Z1989635047,-84.15,14958,0.45,NH,OC(=O)CCC(=O)C=1C=CC=C(NS(=O)(=O)C2=CC=CC3=NSN=C23)C1,auto/manual
ZINCox000000PBvM,Z4070225106,-84.15,14971,0.292308,80.19,OC(=O)C1(CCC=CC1)C(=O)NCCSCC=2C=CC=CC2C#N,auto
ZINCpb00000upxKy,Z6615190945,-84.13,15075,0.197531,NH,CC(CC(F)(F)F)C(=O)N1CC(O)(CNC(=O)C2=C(C)ON=C2O)C1,auto
ZINCru000008FijA,Z4173922012,-84.13,15084,0.22973,229.9,CC=1C=C(C)N(N1)C=2C=CC(=CC2F)C(=O)NC3C4CC5C(C4)C53C(=O)O,auto/manual
ZINCqy000005oN0p,Z3524166939,-84.13,15086,0.287671,323.39,OC(=O)C1(CNC(=O)CCC(=O)C2=CSC=3C=CC=CC23)CCCOC1,auto
ZINCoI0000041Pj9,Z6615018376,-84.13,15090,0.428571,37.24,CC=1C=C(F)C(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)=CC1[N+](=O)[O-],auto/manual
ZINCoB0000041658,Z2437533001,-84.12,15134,0.474576,198.26,OC(=O)C=1SC=CC1S(=O)(=O)NC(C2CC2)C=3C=C(F)C=CC3F,auto/manual
ZINCpN00000bTYdg,Z6615018384,-84.12,15153,0.272727,NH,CN(CC=1C=CC(Br)=CC1OC=2C=CC(C)=CC2)C(=O)CCC(=O)O,auto/manual
ZINCnq000000e25o,Z4323025978,-84.11,15239,0.353846,NH,CC1=NC2=CC=NN2C(C)=C1C(=O)NCC=3C=CSC3C(=O)O,auto/manual
ZINCnB000000Xj5l,Z2140873847,-84.1,15248,0.263889,NH,OC=1C(Cl)=CC(Cl)=CC1CNC(=O)C2=CN=C(S2)C3OCCO3,manual
ZINCoB000003YFFK,Z6615018405,-84.09,15315,0.492063,99.73,CC=1OC(C)=C(C1C(=O)O)S(=O)(=O)NCC=2C=CC(Br)=C(F)C2F,auto/manual
ZINCov0000048MM5,Z6615018418,-84.07,15459,0.323944,NH,CCC1=CSC(=N1)N2C=C(C=N2)C(=O)NCC=3C=CSC3C(=O)O,auto/manual
ZINCoy000004ZMM5,Z4596186948,-84.07,15460,0.228916,NH,OC(=O)CCN(CC=1C=CC=NC1)C(=O)C=2C(Br)=NOC2C3CC3,auto/manual
ZINCpw000005Sgeq,Z6615018437,-84.06,15502,0.319444,NH,CC1=CC(=NN1CCNS(=O)(=O)C=2C=C(Cl)SC2C(=O)O)C(F)(F)F,auto/manual
ZINCq800000rzBXv,Z6615026154,-84.06,15504,0.442857,NH,CC1CN(CCN1C(=O)CSC2=NN=CN2C)C(=O)C3=C(C)ON=C3O,auto
ZINCoH000005Yvs4,Z6615018428,-84.06,15509,0.464286,NH,OCCC(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=C(Cl)C=C(Cl)C2,auto/manual
ZINCpE000005QY9O,Z6615018433,-84.06,15529,0.253968,NH,CN1C=C(C(=O)O)C(CNC(=O)C2=CC=3SC=4C=CC=CC4C3S2)=N1,auto/manual
ZINCtC00000751to,Z6615018439,-84.05,15571,0.265823,NH,CC(C)C=1N=C(N=CC1C(=O)NCC=2C=NN(C)C2C(=O)O)C=3C=CC=CC3Cl,auto/manual
ZINCrA000007JHPl,Z6615018442,-84.04,15637,0.310811,107.5,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2(CCCCC2)C=3C=CC(Cl)=CC3F,auto/manual
ZINCnn00000nDFvn,Z6615191087,-84.04,15703,0.253521,NH,CC=1C=CSC1C(=O)N2CCC(C2)NC(=O)C3=C(C)ON=C3O,auto
ZINCqd00000gaEpZ,Z6615026193,-84.02,15780,0.217949,NH,CC=1ON=C(O)C1C(=O)N2CC(C2)NC(=O)C=3N=C4C=CC=CN4C3F,auto
ZINCn500000e6Ctx,Z6615026190,-84.02,15831,0.233766,NH,CC=1ON=C(O)C1C(=O)NC2CN(C2)C(=O)C3CCCN3C=O,auto
ZINCpE000000gdUH,Z6615018451,-84.01,15877,0.314286,NH,CC=1C(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)=CC=CC1C3=NC=CO3,manual
ZINCno00000blQqi,Z6615022822,-83.99,15982,0.393443,NH,CC(CC=1C=CC=CC1F)NS(=O)(=O)C=2C=NC=CC2C(=O)O,auto
ZINCpv000005Fke4,Z2607610767,-83.99,15988,0.22807,NH,CCN(CC)C(=O)CC=1C=CC(NC(=O)C2(CC2(C)C)C(=O)O)=CC1,auto
ZINCqm00000kMWN5,Z6615022815,-83.99,15995,0.223404,NH,CC1CCN(C1)C=2C=C(C=CN2)C(=O)NCCC(C(=O)O)C=3C=NNC3,auto
ZINCk6000004dbKH,Z6615184414,-83.99,16035,0.277778,NH,C[C@H](NC(=O)CNC=1N=CC=2C=CC=NC2N1)C(=O)O,auto
ZINCkF000002qCss,Z6615022818,-83.99,16036,0.339286,HB,OC=1C=C(F)C=CC1S(=O)(=O)NC=2C=C(I)C=CC2I,auto
ZINCnA000000tf1v,Z3800901322,-83.98,16055,0.25974,NH,COCCC(C)(C)CNC(=O)C1=CC=2SC(C)=C(C(=O)O)C2N1,auto
ZINCsE000004EIRj,Z1603641749,-83.98,16063,0.373134,NH,OC(=O)CC(NC(=O)CC=1C=C(ON1)C=2C=CC=CC2)C=3C=CC(F)=CC3F,auto
ZINCor000000amXW,Z4009919962,-83.98,16073,0.259259,NH,CC1CCOC1CC(=O)N2CCC(C2)OC=3C=CC=C(C3)C(=O)O,auto
ZINCpv000006JTTq,Z6615022883,-83.98,16083,0.31746,NH,CC1CC(C1)(NS(=O)(=O)C=2C=NC=CC2C(=O)O)C=3C=CC=CC3F,auto/manual
ZINCpt0000007cWQ,Z2569845964,-83.98,16084,0.278689,NH,COC(C)(C(=O)O)C(=O)NCC=1C=CC(OCC=2C=CC=CC2)=CC1,auto
ZINCkg00000gZQ9d,Z6615147303,-83.98,16092,0.266667,NH,OC(=O)C1(CNC(=O)N[C@H]2C[C@H](C2)C=3C=CON3)CC1,auto
ZINCon0000097YAg,Z1268336457,-83.96,16199,0.225806,NH,CCN1C(SCC(=O)NC(C)(C)C2=NN=NN2)=NC=3C=CC=CC13,auto
ZINCoy0000000jHp,Z6615022905,-83.96,16204,0.263158,NH,OC(=O)C=1C=CSC1NC(=O)CC2CCN(CC2)C(=O)OCC=C,auto
ZINCoL00000cRFHN,Z6615020447,-83.95,16252,0.3,HB,OC=1C(Cl)=CC(Cl)=CC1CNC(=O)C2=NN=C(S2)C=3C=CC=CC3,manual
